map4_r2_bit_827,MACCS_88,nS,BCUTv-1h,BCUTi-1l,BIC0,MIC0,AMID_C,BCUTp-1h,AMID_h,SIC0,AATSC0p,TopoPSA,CIC0,SM1_DzZ,SM1_Dzm,map4_r2_bit_719,BCUTZ-1h,IC0,AATSC0i,AATS1Z,MACCS_127,MACCS_143,BCUTm-1h,VSA_EState7,nC,ATS4i,MID_C,piPC6,AATS1m,ATS4se,ATS4are,ATS4pe,ATS3d,ATS3v,ATS3s,AATS0p,SlogP_VSA5,ATS3i,ATS4s,ATS3pe,ATS3are,ATS3se,MZ,ATS3p,SlogP_VSA11,AATS0Z,SpMAD_DzZ,SpMAD_Dzm,ATS5i
0,0,0,20.730447695346875,11.107868435694373,0.389972873353915,12.0192776758211,1.3039975644174329,1.8312482579173024,0.4138325214724776,0.389972873353915,0.20485594724376,17.07,2.02646625064904,0.25,0.2492655790986937,0,8.021877171049962,1.29546184423832,1.15083690186276,17.3333333333333,0,0,16.01003780601512,1.51388888888889,3,1110.3057861612,5.215990257669732,0.0,61.4816398888889,48.568896,37.62,37.224,18,1174.37318425627,44.0,1.167758143,13.3445588226166,2615.54328885289,24.0,85.068,84.87,111.19446,0.533333333333333,10.419956450792,0.0,17.8,2.094831575244915,2.0951012760565773,0.0
0,0,0,20.69576573694259,11.13851262221318,0.362136843481101,13.0837723402005,1.189798205031659,1.8127124065427287,0.5900647106914779,0.362136843481101,0.196558490003837,26.3,2.42857142857143,0.5,0.4985311581973874,0,8.028764555,1.37878349348618,1.11948590551812,20.3076923076923,0,0,16.01398153975972,0.0,4,1875.4866196005,7.138789230189953,0.0,73.9905317692308,93.457792,74.4,75.2905,34,2303.8616805303,68.16666666666667,1.14277937419943,13.8474743993812,3489.34153843164,45.50000000000001,130.149,130.59,164.901476,0.571428571428572,16.624817923094,0.0,20.0,2.863301754396513,2.864882227098709,2583.79402851134
0,0,0,20.758452477556467,11.083289951821468,0.299548102760774,10.7254733165672,1.5241646370145274,1.852822924327,0.282360434560398,0.299548102760774,0.211996654573984,17.07,2.8018075889569,0.25,0.2492655790986937,0,8.021878452,1.1981924110431,1.17634532843531,16.8,0,0,16.010038383276324,3.86333333333333,5,4094.49844389149,9.144987822087163,0.0,59.3527568666667,174.07936,132.48,133.3705,48,3187.96987416652,66.5,1.18961456553062,26.1862020684687,5573.45359893008,54.5,181.673,180.09,236.96426,0.5,28.46301417,0.0,15.875,3.6550358301398576,3.655245142230687,2615.54328885289
0,0,0,20.88817462472972,10.95882702952615,0.216966754089565,9.21768970574968,1.8085780260348363,1.9792982319632093,0.1209793947063323,0.222169325377065,0.235147443527439,17.07,3.95718465392887,0.25,0.2492655790986937,0,8.021960788697157,1.13027818732147,1.29210362759361,18.7058823529412,0,0,16.010052060858865,7.37688586545729,13,16669.4663356922,25.32009236448771,4.26267987704132,67.9335094705882,737.85218,565.51,574.875,201,14270.6727744699,191.90277777777777,1.34679888520529,46.9574136675405,12496.7650986828,193.19444444444449,480.149,470.61,599.99562,0.519607843137255,113.3573436,0.0,16.2352941176471,5.395344687738005,5.395451225936769,15417.4916077324
0,0,0,20.77606114472462,11.06979898016791,0.230435323148217,9.48153345950842,1.7122799560967614,1.867832897256836,0.1706297770322537,0.230435323148217,0.217028835378597,17.07,3.69957053710509,0.25,0.2492655790986937,0,8.021881138810397,1.10778438495252,1.19346637871342,16.4444444444444,0,0,16.01003955,9.392566453,9,10010.3190640459,17.122799560967614,1.79175946922805,57.9335015185186,425.61896,322.92,326.5805,112,7215.16325398702,115.5,1.20522629597436,51.86948856,11489.2742190845,103.25,374.883,370.53,488.50386,0.476190476190476,64.549129607168,0.0,14.5,6.6037394076765965,6.603885374004929,8531.36390900728
0,0,0,20.7803806134508,11.067326961259296,0.212821286690908,9.12996033978496,1.760140845659303,1.8718112551059325,0.142242044039212,0.212821286690908,0.218204603335758,17.07,4.00474245338326,0.25,0.2492655790986937,0,8.021882487,1.08272038786708,1.19736173343429,16.3636363636364,0,0,16.010040137614205,12.2809390675462,11,12968.2293741231,21.12169014791164,2.07944154167984,57.6109434848485,551.38876,418.14,423.1855,144,9228.75994389727,140.0,1.20889964431406,64.7111318060247,14447.1845291617,127.75,471.488,465.75,614.27366,0.470588235294118,82.59218733,0.0,14.1764705882353,8.041775909,8.041903091194309,11489.2742190845
0,1,1,24.43422211836448,10.338079609849032,0.304394666658488,14.8528889674709,1.3992640687119284,2.9162205424316183,0.3707106781186547,0.296639617616363,0.427469806410889,25.3,2.74795206325824,0.625,0.6253587024329383,0,16.002000690228826,1.15893853235028,1.45241368368555,23.1428571428571,0,0,32.06099779689578,0.0,4,2397.690441316,6.996320343559642,0.0,84.26746014,105.590692,80.61,81.9625,36,2496.17707677783,27.88888888888889,1.600781936566,13.8474743993812,3930.37076010917,25.0,127.581,124.788,170.160392,0.555555555555555,26.969530298188,0.0,27.3333333333333,2.142448781089403,2.141945991244076,3137.74711056839
0,0,0,20.77326229720723,11.071646349241153,0.242009257790828,9.70544085487865,1.680475419819509,1.8653258794997936,0.1894987510509475,0.242009257790828,0.21622751261801,17.07,3.52,0.25,0.2492655790986937,0,8.021880466,1.12385618977472,1.19078856891625,16.5,0,0,16.010039259750226,7.968280187,8,8531.36390900728,15.124278778375585,1.6094379124341,58.1552601666667,362.73406,275.31,278.278,96,6208.3649090319,103.25,1.202728419,45.4486669372467,10010.3190640459,91.0,326.5805,322.92,425.61896,0.48,55.527600747772,0.0,14.72,5.878148690063396,5.878306410490229,7052.40875396868
0,0,0,20.77606114472462,11.06979898016791,0.230435323148217,9.48153345950842,1.7122799560967614,1.867832897256836,0.1706297770322537,0.230435323148217,0.217028835378597,17.07,3.69957053710509,0.25,0.2492655790986937,0,8.021881138810397,1.10778438495252,1.19346637871342,16.4444444444444,0,0,16.01003955,9.392566453,9,10010.3190640459,17.122799560967614,1.79175946922805,57.9335015185186,425.61896,322.92,326.5805,112,7215.16325398702,115.5,1.20522629597436,51.86948856,11489.2742190845,103.25,374.883,370.53,488.50386,0.476190476190476,64.549129607168,0.0,14.5,6.6037394076765965,6.603885374004929,8531.36390900728
0,0,0,20.69576573694259,11.13851262221318,0.362136843481101,13.0837723402005,1.189798205031659,1.8127124065427287,0.5900647106914779,0.362136843481101,0.196558490003837,26.3,2.42857142857143,0.5,0.4985311581973874,0,8.028764555,1.37878349348618,1.11948590551812,20.3076923076923,0,0,16.01398153975972,0.0,4,1875.4866196005,7.138789230189953,0.0,73.9905317692308,93.457792,74.4,75.2905,34,2303.8616805303,68.16666666666667,1.14277937419943,13.8474743993812,3489.34153843164,45.50000000000001,130.149,130.59,164.901476,0.571428571428572,16.624817923094,0.0,20.0,2.863301754396513,2.864882227098709,2583.79402851134
0,0,0,20.849403638365008,11.021758883329609,0.237582937048031,9.643000933,1.8193142984717416,1.9430140953908048,0.1600752776488599,0.242734111463369,0.231624993829114,17.07,3.60071410921754,0.25,0.2492655790986937,0,8.021947725542775,1.15417339294593,1.27613447424969,19.2857142857143,1,1,16.010049600666278,3.25222222222222,10,16976.2454945538,20.01245728318916,3.49650756146648,70.456526,752.326164,577.13,583.884,205,13942.6728025086,188.3333333333333,1.32022261028089,40.03367647,12327.3709056671,224.8333333333334,478.2015,468.87,596.050188,0.518518518518518,109.721603330792,0.0,16.2962962962963,3.9485792893080767,3.9487055283882575,14980.4628113394
0,1,1,24.43422211836448,10.338079609849032,0.304394666658488,14.8528889674709,1.3992640687119284,2.9162205424316183,0.3707106781186547,0.296639617616363,0.427469806410889,25.3,2.74795206325824,0.625,0.6253587024329383,0,16.002000690228826,1.15893853235028,1.45241368368555,23.1428571428571,0,0,32.06099779689578,0.0,4,2397.690441316,6.996320343559642,0.0,84.26746014,105.590692,80.61,81.9625,36,2496.17707677783,27.88888888888889,1.600781936566,13.8474743993812,3930.37076010917,25.0,127.581,124.788,170.160392,0.555555555555555,26.969530298188,0.0,27.3333333333333,2.142448781089403,2.141945991244076,3137.74711056839
0,0,0,20.849403638365008,11.021758883329609,0.237582937048031,9.643000933,1.8193142984717416,1.9430140953908048,0.1600752776488599,0.242734111463369,0.231624993829114,17.07,3.60071410921754,0.25,0.2492655790986937,0,8.021947725542775,1.15417339294593,1.27613447424969,19.2857142857143,1,1,16.010049600666278,3.25222222222222,10,16976.2454945538,20.01245728318916,3.49650756146648,70.456526,752.326164,577.13,583.884,205,13942.6728025086,188.3333333333333,1.32022261028089,40.03367647,12327.3709056671,224.8333333333334,478.2015,468.87,596.050188,0.518518518518518,109.721603330792,0.0,16.2962962962963,3.9485792893080767,3.9487055283882575,14980.4628113394
0,0,0,20.91254115257974,10.933614664756387,0.262634534388381,9.55491094444104,1.8613165844456487,2.008572424,0.1850219993704546,0.285635894372003,0.238790500950128,12.89,3.08743029809272,0.1428571428571429,0.1425001784821875,0,7.044770775994625,1.23449779679464,1.51769723138813,23.7142857142857,0,0,14.029539609606529,1.81712962962963,10,6217.72948484224,20.474482428902142,5.52781568350025,89.9086264761905,282.092064,219.747,223.4835,120,8298.36959,106.11111111111111,1.655025807,5.563451491697,6051.32161453625,85.33333333333331,240.4895,235.303,295.441208,0.633333333333333,62.374113824547,0.0,20.9,3.292945824366191,3.2931738499872263,4288.42572207614
0,0,0,20.88817462472972,10.95882702952615,0.216966754089565,9.21768970574968,1.8085780260348363,1.9792982319632093,0.1209793947063323,0.222169325377065,0.235147443527439,17.07,3.95718465392887,0.25,0.2492655790986937,0,8.021960788697157,1.13027818732147,1.29210362759361,18.7058823529412,0,0,16.010052060858865,7.37688586545729,13,16669.4663356922,25.32009236448771,4.26267987704132,67.9335094705882,737.85218,565.51,574.875,201,14270.6727744699,191.90277777777777,1.34679888520529,46.9574136675405,12496.7650986828,193.19444444444449,480.149,470.61,599.99562,0.519607843137255,113.3573436,0.0,16.2352941176471,5.395344687738005,5.395451225936769,15417.4916077324
0,0,0,20.890839188180564,10.953894515338025,0.246074237215088,9.79514178188604,1.7900037583565556,1.9825186563405195,0.1716613961020091,0.254737904690564,0.237903316701994,9.23,3.4608899943072,0.25,0.2492655790986937,0,8.011073704524813,1.18296619546752,1.31354081454423,20.16,1,1,16.00454878458539,2.35746338813303,10,7764.59298697659,19.69004134192211,4.27492849911751,74.08817196,354.557464,274.48,278.9755,119,8131.33900895948,109.61111111111109,1.39027138671544,18.9080103143136,7838.95174052288,100.33333333333331,290.425,285.48,365.86,0.546666666666667,63.697634270188,5.7495118332839,17.52,4.657861395,4.6586298792384015,7294.14433027258
0,0,0,20.890839188180564,10.953894515338025,0.246074237215088,9.79514178188604,1.7900037583565556,1.9825186563405195,0.1716613961020091,0.254737904690564,0.237903316701994,9.23,3.4608899943072,0.25,0.2492655790986937,0,8.011073704524813,1.18296619546752,1.31354081454423,20.16,1,1,16.00454878458539,2.35746338813303,10,7764.59298697659,19.69004134192211,4.27492849911751,74.08817196,354.557464,274.48,278.9755,119,8131.33900895948,109.61111111111109,1.39027138671544,18.9080103143136,7838.95174052288,100.33333333333331,290.425,285.48,365.86,0.546666666666667,63.697634270188,5.7495118332839,17.52,4.657861395,4.6586298792384015,7294.14433027258
0,0,0,20.77326229720723,11.071646349241153,0.242009257790828,9.70544085487865,1.680475419819509,1.8653258794997936,0.1894987510509475,0.242009257790828,0.21622751261801,17.07,3.52,0.25,0.2492655790986937,0,8.021880466,1.12385618977472,1.19078856891625,16.5,0,0,16.010039259750226,7.968280187,8,8531.36390900728,15.124278778375585,1.6094379124341,58.1552601666667,362.73406,275.31,278.278,96,6208.3649090319,103.25,1.202728419,45.4486669372467,10010.3190640459,91.0,326.5805,322.92,425.61896,0.48,55.527600747772,0.0,14.72,5.878148690063396,5.878306410490229,7052.40875396868
0,0,0,20.758452477556467,11.083289951821468,0.299548102760774,10.7254733165672,1.5241646370145274,1.852822924327,0.282360434560398,0.299548102760774,0.211996654573984,17.07,2.8018075889569,0.25,0.2492655790986937,0,8.021878452,1.1981924110431,1.17634532843531,16.8,0,0,16.010038383276324,3.86333333333333,5,4094.49844389149,9.144987822087163,0.0,59.3527568666667,174.07936,132.48,133.3705,48,3187.96987416652,66.5,1.18961456553062,26.1862020684687,5573.45359893008,54.5,181.673,180.09,236.96426,0.5,28.46301417,0.0,15.875,3.6550358301398576,3.655245142230687,2615.54328885289
0,0,0,20.91254115257974,10.933614664756387,0.262634534388381,9.55491094444104,1.8613165844456487,2.008572424,0.1850219993704546,0.285635894372003,0.238790500950128,12.89,3.08743029809272,0.1428571428571429,0.1425001784821875,0,7.044770775994625,1.23449779679464,1.51769723138813,23.7142857142857,0,0,14.029539609606529,1.81712962962963,10,6217.72948484224,20.474482428902142,5.52781568350025,89.9086264761905,282.092064,219.747,223.4835,120,8298.36959,106.11111111111111,1.655025807,5.563451491697,6051.32161453625,85.33333333333331,240.4895,235.303,295.441208,0.633333333333333,62.374113824547,0.0,20.9,3.292945824366191,3.2931738499872263,4288.42572207614
0,0,0,20.7803806134508,11.067326961259296,0.212821286690908,9.12996033978496,1.760140845659303,1.8718112551059325,0.142242044039212,0.212821286690908,0.218204603335758,17.07,4.00474245338326,0.25,0.2492655790986937,0,8.021882487,1.08272038786708,1.19736173343429,16.3636363636364,0,0,16.010040137614205,12.2809390675462,11,12968.2293741231,21.12169014791164,2.07944154167984,57.6109434848485,551.38876,418.14,423.1855,144,9228.75994389727,140.0,1.20889964431406,64.7111318060247,14447.1845291617,127.75,471.488,465.75,614.27366,0.470588235294118,82.59218733,0.0,14.1764705882353,8.041775909,8.041903091194309,11489.2742190845
0,0,0,20.834947131107786,11.009936015755514,0.311417044,11.005705232552,1.6588888728005915,1.936123054669108,0.2818591796364993,0.325810401947484,0.23544514282464,13.14,2.63398500028846,0.25,0.2492655790986937,0,8.022458829764194,1.27290559532006,1.31452797731619,21.6,0,0,16.01028407221404,2.68634259259259,6,2895.1199754702,11.61222210960414,2.4091948280523,80.1670191333334,134.826248,105.12,106.329,53,3297.37084897831,56.83333333333335,1.3955671492528,12.6839846185651,4285.03019679259,40.5,153.3715,152.02,195.464136,0.577777777777778,26.537458282792,0.0,19.2,2.741969871871036,2.7424205072370924,2519.40394587294
0,0,0,20.779559082011776,11.066690542745093,0.220876571581456,9.29227255993536,1.7246908271994508,1.8745543249592649,0.153682247,0.220876571581456,0.217674001692799,17.07,3.85993041440712,0.25,0.2492655790986937,0,8.021957394576626,1.09426589597975,1.1956088210237,16.4,0,0,16.01005103858094,8.40977891156463,10,11489.2742190845,18.97159909919396,1.94591014905531,57.7560946,488.50386,370.53,374.883,125,8281.50002423297,143.33333333333331,1.20724071280581,58.7932257598633,12414.276292066,116.08333333333331,416.8495,412.2,539.49148,0.473118279569892,72.50728499547,0.0,14.3225806451613,7.045646725096471,7.045772543186486,10010.3190640459
0,0,0,20.850443495119343,10.992536364430288,0.253560047146554,9.95111315792878,1.6456446168111,1.9411936341264304,0.1874998109560624,0.257001743126647,0.224958119022635,17.07,3.36099864820898,0.25,0.2492655790986937,0,8.02195613,1.16256330784804,1.24153399563057,17.4545454545455,0,0,16.010050470157303,3.67087962962963,8,8040.20116155722,14.81080155,2.56494935746154,62.3414576363637,341.780332,259.47,262.218,77,6000.03665616887,115.0,1.26865150729939,33.6128548449239,6803.92864502664,94.2777777777778,254.0245,250.54,320.46152,0.507246377,49.577509419094,0.0,15.9130434782609,4.792196911186898,4.792345016758585,6191.144078
0,0,0,20.850443495119343,10.992536364430288,0.253560047146554,9.95111315792878,1.6456446168111,1.9411936341264304,0.1874998109560624,0.257001743126647,0.224958119022635,17.07,3.36099864820898,0.25,0.2492655790986937,0,8.02195613,1.16256330784804,1.24153399563057,17.4545454545455,0,0,16.010050470157303,3.67087962962963,8,8040.20116155722,14.81080155,2.56494935746154,62.3414576363637,341.780332,259.47,262.218,77,6000.03665616887,115.0,1.26865150729939,33.6128548449239,6803.92864502664,94.2777777777778,254.0245,250.54,320.46152,0.507246377,49.577509419094,0.0,15.9130434782609,4.792196911186898,4.792345016758585,6191.144078
0,0,0,20.810020812048126,11.035548456446373,0.2291184642227,9.47249102545941,1.7836626764931849,1.9054576205856928,0.160277149380464,0.231425202877952,0.224755847876459,17.07,3.73372175775294,0.25,0.2492655790986937,0,8.021946745668924,1.12425923737463,1.2361962596503,17.7931034482759,1,1,16.010049496384536,5.53349962207105,10,13422.9854788378,19.62028944142504,2.56494935746154,63.8873373448276,595.945744,458.52,463.9835,174,10981.0840946304,163.33333333333331,1.25983573404421,45.9515825140113,13036.8364980441,179.49999999999994,459.5675,452.94,586.610912,0.494252873563218,90.17484326,0.0,15.2413793103448,4.97791049,4.978026317980878,12314.7294380981
0,0,0,20.777481407106684,11.067680657361889,0.230435323148217,9.48153345950842,1.6972689203449445,1.8731792091415795,0.1689965380504982,0.230435323148217,0.217028835378597,17.07,3.69957053710509,0.25,0.2492655790986937,0,8.021956713958271,1.10778438495252,1.19346637871342,16.4444444444444,0,0,16.010050745147417,6.99426965230537,9,10010.3190640459,16.972689203449445,1.79175946922805,57.9335015185186,425.61896,322.92,326.5805,109,7274.70167927784,131.08333333333331,1.20522629597436,52.3724041369373,10935.3211370274,103.83333333333331,368.547,364.59,476.60658,0.476190476190476,63.485756136074,0.0,14.5,6.313280856907353,6.313415913916738,8531.36390900727
0,0,0,20.810020812048126,11.035548456446373,0.2291184642227,9.47249102545941,1.7836626764931849,1.9054576205856928,0.160277149380464,0.231425202877952,0.224755847876459,17.07,3.73372175775294,0.25,0.2492655790986937,0,8.021946745668924,1.12425923737463,1.2361962596503,17.7931034482759,1,1,16.010049496384536,5.53349962207105,10,13422.9854788378,19.62028944142504,2.56494935746154,63.8873373448276,595.945744,458.52,463.9835,174,10981.0840946304,163.33333333333331,1.25983573404421,45.9515825140113,13036.8364980441,179.49999999999994,459.5675,452.94,586.610912,0.494252873563218,90.17484326,0.0,15.2413793103448,4.97791049,4.978026317980878,12314.7294380981
0,0,0,20.75424520573027,11.083661173533375,0.334798389101982,11.2728928273846,1.4080551334579203,1.8589799021231064,0.3313052529585142,0.334798389101982,0.209263435372544,17.07,2.46153846153846,0.25,0.2492655790986937,0,8.021953380320435,1.23890125660263,1.166746874,17.0,0,0,16.01004928660363,0.666666666666667,4,2583.79402851134,7.0402756672896025,0.0,60.151088,111.43008,85.14,85.404,30,2240.70995450222,72.5,1.18120824913785,20.2682960223073,3540.54536183444,39.0,127.0345,126.54,162.18208,0.512820512820513,18.37811184,0.0,16.6153846153846,2.5852399142493185,2.5854670461170555,1664.25886821824
0,1,1,24.440707961732407,10.311700262751064,0.369883777597943,20.8417664107913,1.3073260708091718,2.936256707397794,0.6350500305247281,0.384346763945488,0.34946922021941,67.43,2.78494555673958,1.2678571428571428,1.2663900391125134,0,16.00450206,1.73861639931744,1.56444185375994,28.9565217391304,0,0,32.06224533590228,0.773888888888889,8,5804.22988509845,15.687912849710065,3.63594006881972,110.330957130435,293.098458,229.963,234.8832,100,7048.88891696472,112.2314814814815,1.65688478057996,17.4948123882404,6244.60100946186,95.28703703703702,250.499,247.333,311.424216,0.710144927536232,55.308479217396,0.0,31.8260869565217,4.928326917828284,4.929667097374663,6928.04563741783
0,0,0,20.777481407106684,11.067680657361889,0.230435323148217,9.48153345950842,1.6972689203449445,1.8731792091415795,0.1689965380504982,0.230435323148217,0.217028835378597,17.07,3.69957053710509,0.25,0.2492655790986937,0,8.021956713958271,1.10778438495252,1.19346637871342,16.4444444444444,0,0,16.010050745147417,6.99426965230537,9,10010.3190640459,16.972689203449445,1.79175946922805,57.9335015185186,425.61896,322.92,326.5805,109,7274.70167927784,131.08333333333331,1.20522629597436,52.3724041369373,10935.3211370274,103.83333333333331,368.547,364.59,476.60658,0.476190476190476,63.485756136074,0.0,14.5,6.313280856907353,6.313415913916738,8531.36390900727
0,0,0,20.75424520573027,11.083661173533375,0.334798389101982,11.2728928273846,1.4080551334579203,1.8589799021231064,0.3313052529585142,0.334798389101982,0.209263435372544,17.07,2.46153846153846,0.25,0.2492655790986937,0,8.021953380320435,1.23890125660263,1.166746874,17.0,0,0,16.01004928660363,0.666666666666667,4,2583.79402851134,7.0402756672896025,0.0,60.151088,111.43008,85.14,85.404,30,2240.70995450222,72.5,1.18120824913785,20.2682960223073,3540.54536183444,39.0,127.0345,126.54,162.18208,0.512820512820513,18.37811184,0.0,16.6153846153846,2.5852399142493185,2.5854670461170555,1664.25886821824
0,0,0,20.834947131107786,11.009936015755514,0.311417044,11.005705232552,1.6588888728005915,1.936123054669108,0.2818591796364993,0.325810401947484,0.23544514282464,13.14,2.63398500028846,0.25,0.2492655790986937,0,8.022458829764194,1.27290559532006,1.31452797731619,21.6,0,0,16.01028407221404,2.68634259259259,6,2895.1199754702,11.61222210960414,2.4091948280523,80.1670191333334,134.826248,105.12,106.329,53,3297.37084897831,56.83333333333335,1.3955671492528,12.6839846185651,4285.03019679259,40.5,153.3715,152.02,195.464136,0.577777777777778,26.537458282792,0.0,19.2,2.741969871871036,2.7424205072370924,2519.40394587294
