map4_r2_bit_254,map4_r2_bit_555,map4_r2_bit_61,map4_r3_bit_224,map4_r2_bit_518,map4_r3_bit_555,map4_r2_bit_398,map4_r3_bit_254,map4_r2_bit_916,map4_r2_bit_530,map4_r3_bit_410,map4_r2_bit_766,MAXssS,MINssS,map4_r2_bit_256,map4_r2_bit_903,map4_r2_bit_654,map4_r2_bit_37,AETA_beta_ns_d,SssS,map4_r2_bit_434,map4_r2_bit_921,NssS,map4_r3_bit_190,map4_r2_bit_474,map4_r3_bit_708,MIC0,map4_r2_bit_509,map4_r3_bit_916,AATS1Z,map4_r2_bit_350,map4_r2_bit_86,AATS1m,nS,SMR_VSA5,SM1_Dzm,SM1_DzZ,map4_r3_bit_629,TopoPSA,ETA_beta_ns_d,map4_r3_bit_809,nN,map4_r3_bit_434,map4_r2_bit_578,MACCS_95,map4_r3_bit_509,map4_r2_bit_773,map4_r2_bit_732,map4_r3_bit_732,map4_r2_bit_907,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.008264462818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.750067474466007,0.09090909090909091,0.0,18.80250783699064,0.0,0.0,68.01400677729319,0.0,53.972472776880785,0.40147170309147273,0.4025974025974026,0.0,23.714545454545455,0.09090909090909091,0.0,0.9090909090909092,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,-0.921064266842627,9.387422594835456,-0.012093740276359915,-1.384182715199246,-2.1446947750795187,6.6445277493226005,2.8692739100671125,2.695745323581899,-0.31618541694239904,1.0003770298569457,1.7568776971156632,-4.8942190861419865,-0.11827526908358461,2.806082130773608,-3.0285190845739605,-2.5773607598485877,-1.558728471791968,1.4831494234447484,-0.9510947051912944,2.8008079653992914,0.3484277721800826,1.82042901436058,0.755428450675387,1.2607108783556524,1.6704977991792127,1.769221589434812,1.630754427321581,2.5848176613414453,0.30727337852306696
0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,1.7501455026455024,1.7501455026455024,0.0,0.0,0.0,0.0,0.0,3.4378880070546742,0.0,0.0,1.9523809523809523,0.0,0.0,0.0,21.069901066966704,0.9523809523809523,0.0,38.852380952380955,0.0,0.0,150.86779827142857,1.9523809523809523,11.899024986448314,1.7075997877522338,1.7083333333333335,0.9523809523809523,75.23666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,-7.602895791410512,-8.08632697528158,-1.0543554198418694,-1.8493714438049604,-1.1052202793857275,6.002355636763878,-3.765281838676043,3.1157179044576178,-0.7411040713459666,2.133530616918705,0.7250433794104081,-3.180156952142009,0.9598585961069737,-1.2662457052546363,-2.02914836976359,3.5504670896992567,-1.9325789017636517,1.1940775159659756,0.9975100554507307,-4.542245906103081,0.6316175000338019,-0.17124409387751424,1.485170381719131,0.5522605781891727,-0.32015767504886433,0.046409356121412795,0.3978533628556032,-0.7376141317613507,-0.2522811871981939
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016932604432604436,0.0016932604432604436,0.0,0.0,0.0,0.0,0.0,0.0016932604432604399,0.0,0.0,0.0009990009990009992,0.0,0.0,0.0,8.775490936467135,0.0,0.0,19.922663261452158,0.0,0.0,73.22471141742872,0.0009990009990009992,64.83877419742551,0.24989031306715823,0.2506243756243757,0.0,9.263106893106894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.695768060870422,13.659625093232117,-5.972511387938036,-1.257059519518856,-7.684033026235734,1.882247386728209,-1.51229839524801,-1.3564717406053965,-1.1245303749606215,1.093696281264882,-0.028606994582882735,1.9206203805677102,0.30616668953441295,-1.0510656391716042,0.3759392699447316,0.36489350225165934,-0.04877723007584136,-0.40515068799157533,0.32634018637044093,0.15432711500588842,0.2143737372290244,-0.28891600375205906,-0.26179101875177796,0.03422792792625318,-0.06591030533851892,-0.1770935500847859,0.3403053180475171,0.08266581637435845,0.017053119346210066
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013792688792688792,0.0013792688792688792,0.0,0.0,0.0,0.0,0.0,0.0027585377585377627,0.0,0.0,0.0019980019980019984,0.0,0.0,0.0,8.783801482996378,0.0,0.0,19.93602425942854,0.0,0.0,73.28003653280054,0.0019980019980019984,64.8323597902098,0.25090642141882036,0.25164121592693023,0.0,9.314425574425576,0.0,0.0,0.0009990009990009992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.691867845168387,13.662915161186637,-5.973082547389587,-1.2640159819079888,-7.685214560565417,1.8862750304505638,-1.5093776243504526,-1.3474736585345046,-1.1206770254479916,1.0874945651485142,-0.02409766746625308,1.9173518183374074,0.30663031868343166,-1.0519218597223217,0.37577726580170084,0.3585879497179644,-0.05122250103571238,-0.404312659171569,0.32446957993929104,0.15115309591017234,0.21380261982572396,-0.29075582468661876,-0.26956122413767236,0.03089604389275329,-0.06665739580653354,-0.17774688200242672,0.3426207106788335,0.08545192679841503,0.022194622898815696
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0,0.0,0.0009000900099009902,0.0,0.9900990099009901,0.9900990099009901,0.0,0.0,0.0,0.0,10.966380994750953,0.009900990099009901,0.0,19.227722772277225,0.0,0.0,69.87845557253551,0.0,57.531584691313036,0.49853115819738736,0.5,0.9900990099009901,26.33128712871287,0.009900990099009901,0.9900990099009901,0.0,0.9900990099009901,0.9900990099009901,0.0,0.009900990099009901,0.009900990099009901,0.0,0.0,0.9900990099009901,13.860986474256519,-5.7140141997184175,0.6655531628558422,-5.1982509903136735,-2.0454476992735713,0.22984256024774752,-0.9384105956604993,-1.227686486261375,-1.2071859483017502,-1.3188265067292302,-2.049830069610283,-0.4300629966322133,-0.6135841874540382,-1.578685274132059,-1.0523164043802107,-0.7572175864226602,0.13272074345194013,-0.7004449683934325,0.047839939758463006,0.7328944883867808,0.8246581136780788,-0.1494431224885242,0.5942753172720205,-0.5267224179508164,0.19327114426478578,-0.4973553608594331,-0.5360133889648686,-0.4105655962993272,-0.9794362103732603
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900990099009901,0.9900990099009901,0.0,0.0,0.0,0.0,10.956160956284526,0.0,0.0,19.176237623762376,0.0,0.0,69.65684709768978,0.0,57.60013654477532,0.4960631821667073,0.49752475247524747,0.9900990099009901,26.20861386138614,0.0,0.9900990099009901,0.0,0.9900990099009901,0.9900990099009901,0.0,0.0,0.0,0.0,0.0,0.9900990099009901,14.010354548507443,-5.570370471341364,0.6238737993811756,-5.154083951290641,-1.9728880487833143,0.18237500673489604,-0.9699005350268234,-1.200922183995492,-1.2380365576876604,-1.333517239373711,-2.023302220145128,-0.4313793202057433,-0.6570688500819433,-1.6467067332464156,-1.0131919279578017,-0.7312119872504032,0.15215093095766133,-0.7025800155948341,0.04035390685316658,0.7272622210294272,0.8102911178872965,-0.14402755435855033,0.6147646519859327,-0.5472673365748164,0.18946886257606776,-0.5138640149417866,-0.5461328415430036,-0.40340834284011395,-0.9620243101388206
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016932604432604436,0.0016932604432604436,0.0,0.0,0.0,0.0,0.0,0.0016932604432604399,0.0,0.0,0.0009990009990009992,0.0,0.0,0.0,13.040883151057745,0.0,0.0,22.40528702067164,0.0,0.0,83.38063182368916,0.0009990009990009992,25.849917737176654,0.49890687560331576,0.5003746253746254,0.0,26.316053946053948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.60221793917424,-5.306808514873744,0.31158623822508713,-5.8083583341987275,-1.9649809343254347,1.7192977098606963,-0.3188385702121156,-1.785147988603519,-0.5068947914637458,-2.1611722234873794,-1.2245910865270777,-0.6236190142987695,-1.1949192864272495,-0.2325765044688491,0.1374046250466351,-0.05148960260296499,-0.2998886064141623,-0.37329026620637684,0.31549593065996046,0.019184836062939154,0.4781768414229899,0.10822139378223801,-0.3337222917256133,0.08965621254187163,0.11945571058413648,0.22131791068784135,-0.13069028974778926,0.2203847013014808,0.635986728508202
0.0009990009990009992,0.0,0.0,0.0,0.0,0.0,0.0,0.0009990009990009992,0.0,0.0,0.0,0.0,0.0013091538091538092,0.0013091538091538092,0.0,0.0,0.0,0.0,0.0,0.0013091538091538064,0.9990009990009991,0.9990009990009991,0.0009990009990009992,0.0,0.0,0.0,10.965749951457521,0.0,0.0,19.20629370629371,0.0,0.0,69.78486392057943,0.0009990009990009992,57.93528504540014,0.49890687560331576,0.5003746253746254,0.9990009990009991,26.316053946053948,0.0,0.9990009990009991,0.0,0.9990009990009991,0.9990009990009991,0.0,0.0,0.0,0.0,0.0,0.9990009990009991,14.11226006991398,-5.6824856382119675,0.6075211666614723,-5.225791194574539,-2.0526756002243443,0.22024316772212832,-0.9744592168170328,-1.2320561595074764,-1.2535345232844266,-1.330081961894333,-2.0638685146768956,-0.45082504531165973,-0.6328546937087411,-1.597287701435369,-1.0522402024984292,-0.7704350130905858,0.13733144380866413,-0.7050166203992619,0.036248250064834724,0.7321317870360472,0.8134972771149251,-0.1333966407196261,0.6135159488550326,-0.5278911179202744,0.18874325481711157,-0.50401243697834,-0.549861830789731,-0.4119343591070018,-0.9825311889802293
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.032742305714352,0.0,0.0,22.395889824461253,0.0,0.0,83.34228459878221,0.0,25.870537534085226,0.49853115819738747,0.5,0.0,26.292167832167838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.601593816409697,-5.28991115285757,0.3171551182623883,-5.812581464157716,-1.9650050191778112,1.7228287703783773,-0.3106745071904852,-1.7754645750091096,-0.5068752027786793,-2.171935822691781,-1.2181897102457273,-0.6246753866768244,-1.1971862104832103,-0.2328927639649178,0.13975973678213768,-0.05524413810521555,-0.302900896878567,-0.3750381072104121,0.31705175535515245,0.01576864663591552,0.4795804138019024,0.10922523041912745,-0.33725309741202536,0.09210194962481533,0.12053347744824786,0.220570704378975,-0.13235344907003652,0.22173590783431155,0.6343708412241224
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125513468013468,0.125513468013468,0.0,0.0,0.0,0.0,0.0,0.25102693602693643,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,12.301153604094965,0.0,0.0,19.00606060606061,0.0,0.0,68.41607254545455,0.18181818181818182,18.425723656643,0.39858223023021727,0.39935064935064934,0.0,24.040000000000003,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95997713354321,5.024416030251629,2.2554942337629575,3.084656750098407,5.384592622972273,-2.9556676286895147,-0.5652390614878224,2.303716145362319,0.6599900565069167,-1.1401852608954761,2.1544265444457875,1.0388424642519638,-2.559895217727437,-5.92215244925597,2.7104830682111904,2.4307739163551454,1.299075495842432,-0.3442917991715372,0.342226757043177,0.04495484309567909,0.19782018572770102,-1.1738622592620889,0.0604414997242082,-2.6307804643525934,-0.01662023117277595,-1.3504729348375661,0.3826662704490427,0.5030513111817693,1.549757821114097
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347476397966594,0.0347476397966594,0.0,0.0,0.0,0.0,0.0,0.06949527959331883,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,9.008575864391199,0.0196078431372549,0.0,20.29930746766794,0.0,0.0,74.77228462666666,0.0392156862745098,63.850300288499874,0.27867701015682256,0.27941176470588236,0.0196078431372549,10.556470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,-5.761465204993641,13.248618216989746,-5.886297726253133,-1.2869174779365886,-7.561988797345448,1.9710377094912117,-1.5567707404449802,-1.2631128666342053,-1.1178918078922557,1.1083214437525184,-0.009997456186304626,1.8202366313756468,0.31872631052456224,-1.057558897933972,0.32715118530949916,0.4308325239727805,-0.08818043716988991,-0.37229246366243396,0.339657072512759,0.05597402560833989,0.22469374762488284,-0.2879098178163091,-0.22796493151056293,0.04621764341581053,-0.06944410657408306,-0.17311866254760014,0.3391435742123819,0.06805665169885049,0.011510532830686565
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018033818033818035,0.0018033818033818035,0.0,0.0,0.0,0.0,0.0,0.003606763606393607,0.9990009990009991,0.9990009990009991,0.0019980019980019984,0.0,0.0,0.0,10.965617198063502,0.0,0.0,19.2191338073691,0.0,0.0,69.83688148815891,0.0019980019980019984,57.91553941058942,0.4992825930092441,0.5007492507492508,0.9990009990009991,26.324275724275726,0.0,0.9990009990009991,0.0,0.9990009990009991,0.9990009990009991,0.0,0.0,0.0,0.0,0.0,0.9990009990009991,14.09794637909461,-5.681493265249103,0.6037925625150014,-5.226557805955911,-2.0502735597595665,0.21719515447473833,-0.9807718611482114,-1.2330602745288082,-1.255722116288469,-1.3321604171528376,-2.0673950489198325,-0.4491972640138552,-0.6376499067287666,-1.5970292342560877,-1.0537238241131817,-0.7703467229592437,0.13717147045574957,-0.7026384779850479,0.03745345963596853,0.7329927818886987,0.814449023804938,-0.13332217172140928,0.6139933453109415,-0.5296746465156693,0.19007511267007754,-0.502835321750951,-0.5478630575027661,-0.41182050914401847,-0.9811851575472527
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8474768518518518,0.8474768518518518,0.0,0.0,0.0,0.0,0.0,0.84747685185185,0.0,0.0,0.5,0.0,0.0,0.0,17.01684107330495,0.0,0.0,26.03365384615385,0.0,0.0,98.05234707932699,0.5,6.672279411308315,0.6331950195562567,0.6339285714285715,0.5,36.165,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.2854647858578302,-4.988317939471007,-3.415376490279461,6.811248134266427,3.1807960667561668,0.8897785806341008,-2.127277719903467,-3.863996525777458,0.2901496270061226,2.7587766121455446,-2.7896887496553635,-0.12780783734064619,0.7224661887726423,0.30009834948663283,-0.9334127065307329,1.1282292653453896,-0.7397456236996528,-0.3090252825580314,1.86219385984635,2.181926420915792,-0.3461479843025492,-0.1164891547460392,0.974519417893584,-0.9313624171674216,-0.4079453808800573,-0.20498338850451134,1.7175183424479317,-1.3524849146459146,-0.3241358333596223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29535493827160486,0.29535493827160486,0.0,0.0,0.0,0.0,0.0,0.5907098765432099,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,11.428909635208042,0.16666666666666666,0.0,20.93190476190475,0.0,0.0,76.57911310047625,0.3333333333333333,34.595872582171936,0.49926274309278873,0.5,0.16666666666666666,29.671666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.46710191511578025,6.987997680683244,1.5621626684557484,1.0940229637741128,0.8357432072244166,-0.8763857804603862,-1.680211389700037,-5.411418456809191,3.9269712871654545,-0.7038510938829162,-0.10782616102497368,0.895301177492636,-5.451077853586324,2.881309596440111,-3.4199604920736935,-0.4164029219427224,-1.7522450895868453,0.6432307965009992,-1.3117225949443008,-4.045273928170572,-1.0192477479425963,-1.4073930739313687,0.42673169198675714,-0.1931153726076193,1.1564664072356505,-1.9202312440444573,0.43322140186520897,-0.18220452831992617,0.9947994949679961
